text,sentiment
drunk hickups pretty laid back great night still cant help mad situation put,negative
long todo list little desire,negative
brody dare u,neutral
yea nice im weekend,positive
good busy heck good feeling yucky moment,positive
yea us max poor trivun,negative
feel great still miss,positive
loved lil tentside jam sessionmosh pit edgefesssssst,positive
cant get rwitters phone phone sucks,negative
definitely grass cutting cole committed stacking wood neighbor well past days set back far,negative
sorry im impressed slightest bc u dont eat like saddened confused,negative
sitting gatwick going home week cant wait see family,neutral
watching wolverine last,neutral
im allergic bunnies allergic fur sucks isnt cosmic irony furry allergic fur,negative
_lokelani idea,neutral
shuuut stupid,negative
cooking brown rice httpbitlygihac,neutral
_de_b email gets people want arent site shame trousers,neutral
im eye doctors bring trinity cause mom fell stairs today broke toe ugh,negative
even listen susans green policies,negative
well see craig might hog u guys haha work till tonight anyways,positive
thats true still sucks though cause lolol originalohshit yeah thanks,positive
cant believe stay latewaking work tminus hours,neutral
starting wonder im going get job came across though id find work elsewhere needs must intentionally,neutral
really wants buy new clothes,positive
weather ugly n la really cold,negative
hott africa lol yeah hot big storm,positive
familiarsorry youre feeling way,positive
pics later today wwwdosriosrestaurantcom,neutral
awake suprisingly couldnt get sleep last night gave pulled allnighter,neutral
moment truth im nervous,neutral
cheering arsenal ladies missing mx,negative
maybe wrong week could stayed good didnt,positive
brain become converter ed ive converting lm past yrs every mins every single day,negative
omg luv u guys thanks keepin entertained awake missinmydgbigtyme,positive
may th,neutral
really need lose weight anybody wan na exercisebuddy,positive
listening heart aint brain chris brown httpplurkcompxbp,neutral
wishes happy mothers day mothers especially httpplurkcompsvgd,positive
since im reading twilight series watching underworld today got ta sayperfect pic day,neutral
sorry hear carol,negative
bottle reisling time favorite,positive
jackson rathbone,neutral
nigel really enjoyed hes got big scratch side inexplicably appeared afterwards,negative
hate stinkin tired everyday hard get upi thought supposed start getting energy back,negative
cant take work options,neutral
need sudden urge missing diplomat title,negative
wanted take photo storm misplaced camera,negative
see wat mean bout follw friidays called lose fllowers friday smh,negative
morning happy mothers day miz thank lance,positive
exams thennn sexy time,positive
hahah sowwie hun whats thoe,neutral
oh hope find voice soon,neutral
cant wish sleeping got ta work less hours wait whatre u,negative
stupid sun actually work,negative
,neutral
holiday,neutral
got ta work lonely weekend ahead,negative
speedbumps suck u got ta piss,neutral
working birthday isnt bad get work ruby rails,negative
making momma happy mother day card love mommy,positive
_milano good morning alyssa hope u great wonderful day today im happy cuz today last day classes yay,positive
packing trip ascari track thank bacardi,neutral
jackson rathbone,neutral
cruising serious eats ny bode well future ga missing nyc gastronomical tour httpnewyorkseriouseatscom,negative
got refused bottle morgans tesco despite saying helen could verify age shocking left shopping x,negative
closing instead yay min till go home talk lovebug,neutral
think twitter hates every comes photos took ages day change pic especially time,negative
ugly girls always insist making ugly faces ugh,negative
feeling eyes burnedfried hours attached screen uploading new summer clothing store wwwchittypulgacom,positive
agree like new pic,positive
result salary decrease,neutral
miss baby days,neutral
made home time shower breakie blackpool later lunch,neutral
looks like yet another beautiful day london,positive
sorry hear didnt already much planned weekend id considered going,negative
wondering local borders going make lots bare shelves makes sad,negative
oww cant even describe much back hurts going go stupid doctor,negative
took ring,neutral
seriously neeed study,negative
joke long tweet,negative
love alexander william gaskarth,positive
bring cases mountain dew give _slamma_ tixs see taylor swift,neutral
finally got saynow account running yayy jbs got canadian saynow number anyone else using landline phone call,neutral
aww im sorry honey stinks,negative
know short week certainly dragged,positive
thanks everyone unfortunately nothing done sales speak doesnt convince diamond nothing,negative
say,neutral
lmao im stupid felt like sayin tyaøøω red caf viocenite yall,negative
shoes taken slippers put feet,neutral
im suffering internet works bad sites hosted russian servers available,negative
yeah dnt go dif apps phone sad reason lol,positive
love show,positive
dont worry ava distract flight,neutral
yeah come barcelona fans concert come barcelona jessi te quiero,neutral
already got tickets concert philippines im excited,positive
httptwitpiccomphze awe miss baby,neutral
omg amazing twist crazy awesome movie,positive
got home sunshine coast,neutral
totally overstressed going work want college work go away dont wan na fail,negative
alives less highness feeling sometimes hate feelings talking exhusband hes dead funny,negative
cant believe,neutral
sorry hear,negative
great first impressions little netbook downside access hatch upgrade ram,positive
today sad day tucson httptrimmq shall miss sour cream apple pie fondue separate seating groups dogs,negative
thanks laura,positive
theres thing,neutral
vampire knight music feel special,positive
especially hard get bed morn cuz im hot running late stuck front mirror checking,negative
next birthday mothers day favorite day year one day dont feel guilty slacking little aaaahh,negative
feeling sick,negative
believe,neutral
yesterday heard song taking base onto plane someone help find dont know anything else,negative
next birthday mothers day favorite day year one day dont feel guilty slacking little aaaahh,negative
omg tragic,negative
get crazy,negative
crying cuz people wont follow,negative
bored mind,negative
mean laugh little giggle come sorry,negative
twitter sooo quiet today,neutral
ran accela unit tests first time years failed,negative
im sick sad missing martini lounge tonight,negative
looking sketch final catwalk outfit really really want long pink hair back also want dye models hair pink allowed,negative
lmaoha simply wanted go ny,neutral
would get lot done could list items etsy phone everything upload pics,positive
chick wont shut stop chirping sit bloody thing,negative
rain,neutral
around hours left day weekend waaaay much work,positive
good morning pretty outside today,positive
used ago argument pretty sound trolley pusher,positive
slowly getting angry jon kate plus thing,negative
agree guy rock,neutral
hi angela check email need one thing sorry day,negative
_carter cant see says video private,neutral
poor little mba fire,negative
awesome wish could fly see,positive
gone bed ages ago tedtalks got ta get early,positive
_b bf gig portland thats driving distance come save burbank stuck atm working plan b,neutral
pitmans south looks like business bad,negative
already knows dishes torta hotdog itlog hurrah,neutral
let know turns,neutral
soso thanks ive uploaded new campaign vid post link mins babe,positive
seasons thats sorry noticed ur previous update sis isnt gon na happy,positive
httptwitpiccomjhp waitin tell whats plan,neutral
tmobile g hummer h wish battery life iphone,neutral
uuuugh hate everything,negative
husband loosing goverment job due downsizinghe looking new job cant find one small town,negative
followillfriday sucks teaching people nice drooling notion,positive
unfortunatley aerlingus longer fly copenhagen fly ryanair billund drive copenhagen one days,positive
good hear feeling though behind scenes andor better shown tv,positive
best friend comingexcited,positive
_of_twtr beautiful,positive
company policy last two places ive worked,neutral
done photo album im good person make quite private pity ben haha,positive
woke day need go work sucks also go dentist filling st helens mri scan,negative
saying goodbye something familiar never becomes familiar,positive
cried way final episode er previously er documentary,neutral
please check wwwmysweetebonycom lmk think first paysite post site,positive
wish could feel pain ok least like brazil,positive
fuccin bacc hurts dragged long blocc piece wood corner garage,negative
im brooklyn im suppose sleep inill call ladybug,neutral
tao summer many,negative
damjust finished watching prison break final breakomg dont think ive cried hard showfinally understand finale,negative
get canada cant wtf seriously im allowed cross border,negative
whwha hacky sack plans sans jackie,neutral
actually play keyboards pohaku lol played st bday earlier im spinning shack,positive
recovering crazy family love aint got see em couple times year guess deal,negative
damm didnt get pic niamh glasses,neutral
httptwitpiccomxv former pawnshop jimi hendrix got st guitar seattle check cashing joint,neutral
flying ontario hourswill probably stay awakei dayscamping first time yayi sleepy,positive
good god fit swear words characters,positive
cont small children puppies cleche sarcasm annoying bcreative thats harrd,negative
httptinyurlcomozr ate kaila ocampo therainbowholicmeeeriesilencenet,neutral
_hayes im sharkeez,neutral
whaaat still next week,neutral
tried pincode says expired put,neutral
moms season weeds got burnt family friends mobile home,neutral
boyfriend say something hear accent,neutral
route da beach sun yet,neutral
bgt poor kid,negative
worst day ever noon,negative
shiny could marry would ps im good,positive
actually im really missing fabian pretty sad since talked like hours ago gosh time flies miss someone,negative
last day classes,neutral
last one month due summer strawberry availble chennai markets,negative
chips sale wo,neutral
feel pain dont hate days,negative
_robertpatt,neutral
lol thatll teach blindly trust amazon search results without reading,positive
think may found next apartment one downfall,neutral
studying exam tomorrow packin,neutral
classics timelessdont believe check youtube google etc numbers dont lie actually performed last night,neutral
heh coincidence im barnsley fan howd track,negative
still awake get sleep drive fortuna early red bull guide,positive
aint blanco eitheryo puerto rican mamiyo show muy amor yi tubut yo se,neutral
find john mayers tweets mighty entertaining hearty laughso thanks john,positive
prolly going jamba juice thirty minutes shop awhile hit airport see daddddd,neutral
birds oh man thats cool didnt sleep yet night,negative
got xbox back really sore knee cant walk,positive
laying dark thinking,negative
loving weather weekend shame im back work tomorrow,positive
_coza yep live learn,positive
already year itll wwdc know,neutral
oh top gear uk love thee,positive
got watch recommend kickass shows phast,negative
httptwitpiccomgoxn yes everybody love im german fan follow,positive
warning tweeting ridding bike dangero waaaaaaa crash,neutral
working today tomorrow dans party yay,neutral
come kirk hook wii wifiyou eeet,neutral
vote per day per computer,neutral
exactly prime minister doesnt need take care issue,positive
_by_spork haha like anyway although miss spork pic go,positive
ahhh yay im getting knockin lot,neutral
movie plane mall cop saw nephews already,neutral
dont mind paying rent im moon idea moving least years early,negative
ohhh regal mancat blocked,positive
investigated whether could change username ermintrude someones already nabbed,neutral
dont know tired today bye time beddy,negative
phone bank,neutral
truei never like _bambu never,neutral
_truong ahhh hb done cause still hoping encore snsd lol,positive
running errands little man maybe wont act like year old today,negative
ooh milan could holiday bfoyf geneva today visiting fam ive got weekend,positive
sad day told students last year lot crying since,negative
httptwitpiccomfcj resort wearing today cause havent finished laundry lol,positive
dinner yummy im still super tired things went enroll college,negative
hate yelled sworn,negative
oh man sold step away desk min right,positive
im member street,neutral
srry cant go paintballing tonight good movies,negative
wheres bus want go home,neutral
ish okay loveee,positive
go cruches next weeks,neutral
havent ben n sorry im bac hit hup,negative
time revision listening albums nonstop day,neutral
fell holdin kales hand todayi hurt foot bruised forehead im klutz,negative
cleaning time soon,neutral
puppy sick,negative
trivia working computer,neutral
close enough could run get one,neutral
school work thats really u still sac tittle late,negative
deserve much better hang good things come wait,positive
month wks till big day csh,neutral
wishes going pxy summer jam never seem win,positive
im pumped day,neutral
yesthere many cool things americans watch,positive
barbs trying figure dsl aint connecting need google going home computer dont start working soon smh,neutral
playing around fun little kids right hahahahaha,positive
man waking sucks u go work like min later,negative
wish nicky home,neutral
deep fry drumsticks good thought would,positive
going bed night,neutral
would like june nineteenth hurry self waiting impatiently see wes carr,negative
yep freezing hate winter im literally wearing blackets,negative
tram booked im arriving medan th june hours,neutral
bored cleanin house,negative
awake hours ago checked twitter,neutral
oh night love aces,positive
read mcdonalds actually running ads economic slowdown great im lovin,positive
new car already giving problems cant good sign,positive
kill im sick n friday night,negative
im fun filled evening funeral home joy,positive
taking load old broken concrete landfill tried find recycler,negative
going bed,neutral
stop making assumptions dont even know haha stupid thanks defending matthew,negative
fell austin taura hanafiah even morreee shoott guy shouldnt look yumm hahaha,positive
cant wait see december switzerland third rendezvous great show amazing enjoy oz,positive
pretty cold outside today got another exam,negative
one welcome new cybercriminaloverlords,positive
want call,neutral
must go strawberry fields,neutral
im uploading videos youtube give link get loaded variety daily life amazing fun watch,positive
oh nancy sorry loss wishing best,positive
got home meeting girls maaaaaan im exhausted goodnight world,negative
dropping mum station ill miss u mum,neutral
peeps boyfriend miami,neutral
pleasure hear kelli new project followfriday,positive
builds hotel without aircon bloody boiling,negative
hey fellow trojancongrats graduation,neutral
daft going recieve million friend invites xbox one shall,neutral
damnnn training starts would cool next timeee,positive
still sick sigh,negative
fine thanks guys dont quakes,positive
_jessicab_ yipaw gon na miss bb,neutral
employee orientation serco yayy im excitednervous wish luck,neutral
tonight hilariouss loveeee everyone theree,neutral
_g yup thats watch movies,neutral
wow theres still void whre thomas left heartache never going go away,positive
everyone left gone bed,neutral
running errands little man maybe wont act like year old today,negative
didnt get msg bought princess,neutral
roscoe smooth sailin one tell song rap friends u failed,negative
oh okay every often get random taste blood mouth makes go eww blood haha,positive
yet hope check week,neutral
epic weekend ive atleast year night cap _matthes hours sleep days goodnight,positive
thanks everyone praying president aquino httpplurkcomprreml,positive
yes dont forget koala pics im pubquizzing tonight e youre back time sinon mardi,neutral
follow shes lonelyyyy,neutral
hanging sam billy veronica going school tomorrow take sam body shops dang car accidents,neutral
going home back get groceries stuff,neutral
httptwitpiccomxk friends work,neutral
saw pics awesome,positive
phped running successfuly via wine get ems running,neutral
yeahh idk like owen anymore though kinda lost respect episode recorded,neutral
stunning weather todaythis afternoonnow couldnt ask better,positive
bed two days migraines,neutral
bank holiday mondaaaaaay exams tomorrow,neutral
warm soy milk amazake cocoa powder agave,positive
_rey nah really gradually ptfe tape goes mm time ive years love x,positive
allowed calculator exam despite containing laths impossible compute head,negative
hope get car today hate anything stops work,negative
help anyone know stores carry blackberry trackballs went verizon retailer luck want order one,neutral
wow cute pic,positive
missed lol,positive
wondering shouldnt gettin bed,neutral
im dreamin loud cant mine know,positive
im really mad world today today sucky day,negative
really missing hockey already night dtn naperville cant wait day tomorrow work sunday,negative
sigh usb died afternoon rip missed hadnt even chance parade around yet,negative
guys serious question song like cds honest know wont reply maria,positive
completed button hunt,neutral
screw reviews thought wolverine awesome enough dominic monaghan liking,positive
good morning sunshine tiime chooool lol bbl,positive
lol know ya mean watching everyone else act fool much better remembering acting fool,positive
back work tomoo day bee,neutral
college work sucks much,negative
fix bike chain way workarrived filthy bloody mess lovely weather though,negative
forgot lumpia pancit fridge last night yay,neutral
wish could spend last weekend high school student burbank everyone fly dc,negative
oh stinks,negative
control tweets u post facebook using hashtag check awesome easy app httpappsfacebookcomselectivetwitter,positive
may th starwarsday via,neutral
ive wanting gone mo close shops,neutral
feelin somewhat ugh dont want exam oh well days baby,negative
really scary noises coming outside,negative
dont know enough sotomayor made big booboo talking making law doesnt know branches,neutral
poor phone nekkid without cover,negative
hot done late spring cleaning settle book barely read left glasses mums,negative
people mustaches get super powers mustaches fair,negative
thanks ill cross fingers rain stop,negative
awww whered get hugh thin traces wolverine yet btw whos guy besides rdj,negative
hi daughters youngest turns monday time go sniffle sniffle sob sob,neutral
fully understands cats cabin fever holy really wan na outside,positive
httptwitpiccomwppn wild derby trndstrs,negative
forgot yardsale event ooh pity,negative
love boogah anyone contain lebron james talk sick,negative
call later tell weekend easier phone,neutral
come man give slack,neutral
followers sad,negative
dont know gon na lame fridaay maybe see besties,negative
good morning twitterworld slept less,positive
hulk great movie might recognize torontos younge street fight scenes,positive
live tv coming xbox live uk httptinyurlcomkqah,positive
im duong vietnam r u im dont understand wrote twitter please tell thanks,positive
got bullied dillah help,neutral
goodnight peoples,neutral
crud say,neutral
im wide awake,negative
sorry dont twitter ap phone text reply internet,negative
winding night rode duc home bbq pops house time pass soon adrenaline wears,negative
btw song youll always find ur way back home hannah montana,neutral
eeee hiya havent spoken ages enormous hug,neutral
mom ok far missing jaron,positive
dont ask hoping today improvment rest week looking forward weekend weather,neutral
thats sucky well miss,neutral
follow dm,neutral
would love ride superman right,positive
good enough,negative
_louise watch x,neutral
im going big weekend cant wait see u x,neutral
really want go milwaukee sis doesnt want well wont tell,positive
headache ugh,neutral
aww bless guys cute still touch bb contestants xxoo,positive
oh see like morning right happy breakfast thumbs,positive
ito en tea apple delicious looks like need go quihote buy goodnight,positive
time get puter nite,neutral
morning hope everyone great bank holiday,positive
say hi kimba,neutral
work today car back perfect going random shopping later,positive
watching freo sunday arvo good hobby,positive
thanks fr yr congratulatory gweetin,positive
ughjust starting another hours behind wheel drivers ed,negative
hate put toddler disposable rash needs ointment hate rash even worse,negative
trying reason didnt listen,neutral
sulking home rained poor strategy im watching sun shine desk robarts reference room,negative
listing sad song sad,negative
high school,negative
actually im supposed w dad cousin cousin trouble though never get together,negative
love boogah anyone contain lebron james talk sick,negative
feeling pretty gud dont even hangover nice feeling,positive
took calculus exam today think well messed one derivative identity though well never miss one,neutral
cant believe went got boba without,neutral
hate midgets smfh dream fightin ln boston market turbull kept head bunting,negative
rachael makes want cry,neutral
sorry couldnt get projector working windoze laptop ton people came afterwards saw live,negative
break leg dont real saying p good luck,positive
wish could work opposed wit kids cuz hardest job eva,neutral
guess ill drive back nine hours,negative
thanks hope iv playing dmc like times kinda sick hehe,negative
updating live benihana tokyo waikiki happy birthday mark,positive
finished watching marley,neutral
days boyzone,neutral
listening heart aint brain chris brown httpplurkcompxbp,neutral
_skies want dance havent really listened song since left makes miss,positive
storm seems coming way,neutral
working completely happy,positive
lovely weekend thank whats like live exciting im sure night night,positive
ive done nothing today apart moanwhingemoan,neutral
whats going tonight lets partyyyyy,neutral
none people talk pe class im going bored period,negative
sleep need go mums time get clara bed,neutral
ugh,neutral
wow kinda bothered jon deposits apparently keeps getting times deposits hard,negative
ive spent lazy day today finding interesting people follow reinforced saying takes sorts people,positive
man great sense humour venky pachad,positive
im way brookings,neutral
wannabe dubai,neutral
youre everything demi lovato,neutral
oki kinda feeling ignored anyway sunday arvo pm going lunch wine,neutral
mind plugs work patent got turned bc someone already thought earplugs benedryl,negative
none yea last weekend crazy think partied hard thats im sic,negative
makin,neutral
low low low low low low low low low,neutral
rejecting food substances,neutral
alison great around miley love meet see tell give shoutout fan,positive
hungry fool ill probably never see krispy kreme enjoy closing,negative
uploading lot photos priceless memories,positive
ah cbeebies epg chance hehe need pinkyponk crash warnings journey home long,positive
oh yah angel came harrassed tried break house lol burgen,positive
happened look random chance timing everything,negative
really rather drunk drunk thoughts getting work tomorrow loz alive gandhi read comic books never know,negative
feet coldi hate feet get cold,negative
work yay,neutral
_tall_blonde hello thanks follow,positive
cause stupid people dont phone tummy herts,negative
waking yuuup still going tonight better believe,positive
great night great peolple,positive
class next two daysbut work everyday today til next wednesday sad,negative
queue cake standing slight look deranged anticipation face,negative
unfortunately,positive
hi california cool budapesthungary cold cloudy today usually hot summer,negative
oh noooooo im sorry sucks hard,negative
cant wait days till happiness,positive
morning coffee fresh air,positive
less min lost followers,negative
want cheese fries fontanas,neutral
u guys soo unfair smh,negative
think goes everything thought olympic spirit team gb iswas,neutral
great session canvassing sun miserable cus go pub,negative
ok brotherdid change num give smhyou good dude,negative
shame dont still compaq portable really anything portable lmao last tweet toodle pip,positive
wish drems could come true,positive
ugh cant breathe right today,positive
crash drive alone besides cant crash got ta work lol,positive
original nonyahoo acc deleted got boughtout bad dont receive yahoospam,negative
thanks almost,positive
performing lifeball vienna year unfortunately didnt get chance see,negative
wont need hugs anymore,neutral
could kill hollyoaks made sad,negative
turn bird sounds like twitterena check settings home page,neutral
car happy big big dent boot hoping theyre going write crossing fingers waiting,negative
one fan vip one winner twisted vid het si weer eens raar gelopen chaos,negative
gots summer job,neutral
socksys plucky independent caspars lazy attention seeking,negative
_milano hey thought id tweet say hii much write theres space little box hehe,positive
_al hey anne stayed try arrange nyc archies get tix concert logged fell asleep,neutral
love ipod shuffles good songs together,positive
last song really go httpblipfmjbvo,positive
_normal shucks sorry sometimes get wrapped fb forget check doin,negative
calling mum ask icecream,neutral
think like workshop,neutral
fine still playing infamous sorry hear things ended,negative
teeth checked eyes im dying coffee cant drink hour,neutral
im jealous would love deer steak one downsides almost vegetarian carnivore living together,positive
milan retardeddddddd anyone wan na see paint pic,neutral
got marks bcit death swear,neutral
finally found perfect matte lcd cleaner inix screen cleaner ftw,positive
man people hard reach ive stalking hr,negative
u got ta say,neutral
well miss think would really like retrina,positive
painting,neutral
tummy hurts blame last nights chinese food,neutral
oh left smiley face knew kidding,neutral
cyborgs theres small leap httpwwwnewscientistcomarticlemg,negative
ugh today doesnt look like going work im sorry,negative
listening new stolen sheep record,positive
want survivor,positive
gave big mention godtalk radio show last nightlast segment first hour podcast format avail soon,positive
haha balcony seats great theres giant dragon thing glowing red eyes moves wings,positive
movie tym sad crying nonstop,negative
told people matters leave alone,positive
doesnt kno wat er saddo,neutral
tomorrow last day work sad bye ange,negative
realizing dont school today tomorrow next months really need get job applications,positive
going jog uni quite way family home exercise,negative
nice cant ever get ex,positive
bummed missing rock climbing trip next week,negative
happy mommy day,positive
proof heat good day wish hadnt spent bed httptwitpiccomtp,positive
cleaning room,neutral
christian lacroix one onoff clients gone bust httptinyurlcomkvj,neutral
tell brad said hi drink sing morgan,neutral
wonder white supremists say abhor racists httpbitlyrdf,neutral
wondering mother nature making life miserable,negative
well likes call success,positive
almost dere really tired eyes r really dry,negative
major fail since asked,negative
adventure fun yr old mo old youre brave hope great time,positive
love youi love youi love youre beautiful sweet girl ever,positive
_donut ah good deal hope find new music,positive
really feelin well,negative
wish like option like fb things like,neutral
makes sad,negative
faa thaa night movie night,neutral
ohhh french tip fave nails arent long enough yet tho ill ask manicurist,negative
hate funerals,negative
want get hands dirty fubumvc httpbitlyjha document yet complete,negative
im alright thanks pal bored witless bored hell really wan na go somewhere,negative
_nj oh im joined twitter days ago,negative
tell everyone say hello,neutral
sad didnt get see rica leaves later today,negative
oh went friend myoh last night ran tarsier pins sad really cute,neutral
well one muscle relaxant narcotic still getting help dunno say moist heat,negative
im work,neutral
starting get sad,negative
ipod came back visits cali china alaskabut home im work,neutral
looking forward new week presentation book store dillingen today interesting sales seminars,positive
funeral today going bad,negative
um think miss jay leno,positive
going bed nowgood night tweeters,neutral
happy mothers day sweet mum,positive
starting day little northern light,positive
awesomeness,neutral
dammit hulu desktop totally screwed ability talk particular port one dev servers cant watch code,positive
tomorrowland central hasnt gotten confirmation im signed star tours waiting see give shift,neutral
sighits always sad watch series finaleno green wing left watch,negative
sister graduated today amazing super emotional wow,positive
walmart orientationits work seriouslythis sucks,negative
lesterpitcher red sox,neutral
brought buffalo gb fastest transfer rate usb hddi benchmarked mbs comp,neutral
im awake cant get back sleep,neutral
im strict diet ugh feel like cheat one day ill throw everything,negative
tired even though didnt much today glad got catch second half cavs game,negative
must brought bad weather states,negative
im lonely need hug,negative
miss well get together everything settles weeks congrats house,negative
sounds like episode tv wine library,neutral
heard one alicia keys like minutes ago made night,neutral
stubbed little toe morning file cabinet turning black,negative
reeheally hoping rain stops time get metro courthouse didnt bring umbrella today,neutral
grates children collide tonight,neutral
guys rocked tonight la love ya guys cab wait see another awesome show soon,positive
yeahhh dont judge pillow,neutral
omfg whyyyyyy sucks r wtf tai getcho asses,negative
_kay morning hows day hope youre another lying sun,neutral
reception eating nasty pasta woot beautiful,negative
means luv ya zuluxhosa probably spelt wrong lol cant b creative day tired translated,positive
thanks synn,positive
agrees,neutral
wake upand go make breakfast,neutral
sry day tweets mia twitter network glitch story funeral mixup wrong remains delivered ea,negative
_soch hah nooo obly one aumfff hate nick datin miley,negative
yeah one burrito taste like avocado ranch sauce,negative
,neutral
hate traffic dallas nothing traffic,negative
stupid didnt get cant find think ebay scares,negative
leather jacketsuncomfortablenot thing,neutral
projects suck,neutral
oh need new work shoesi broke one,positive
lazy sunday,negative
wooooo twitterberry working good morning everyone,positive
hahah yeah problem tomorrow bday dinner terry dont think well see fight,neutral
massive morning im stuffed,neutral
miss laughing till stomache hurts,neutral
conserve water take showers together,neutral
need check tos loic allowed sleep dont remember mention sleep,neutral
aw thank sam phil love,positive
youtube isnt workingand wanted watch britains got talent im debating pity party,negative
wednesday green day perform new single know enemy tvtotal httptrimkpdx,negative
hopes whoever stole purse money gets coming,neutral
modem offline week god bless g network tim left may schedule brutal,negative
great seein guys today look happy love lets hang soon love yall,positive
parking garage concrete pole new odessey,positive
know ur dog getting old sits eatpoor hilly please dont grow,negative
sitting marshall center wmina must really want go gymthis time lost wallet n wno id cant go,negative
im bummed miss hope enjoy writing conf tho,positive
freakin frustrated cant coach realize times hard aint nobody got money buy cookie dough new uniforms,negative
wish thereive moved san diego wa im depressed miss sunny san diegoooooooo,positive
dinner parental unit always grand,positive
ill go wanda sykes,neutral
think time bed good night twitts,positive
wait till england wc,neutral
wow thats impressive luckily im rush feel friends arent getting younger cant move house tricky,positive
tryin figure direct message gettin frustrated,negative
hey fused gaming fusedgaming forums delayed pm ptam et tonight sorry abean live httpustreamntp,negative
went swimming fam hours little toasty,negative
thanks okiebud get messagesorry content selected currently available,positive
keys cracking kind miss old phone already,positive
im sorry xmen sucks bad way p,negative
goooood luck,neutral
watching movie rocking baby kitty asleep sling hanging neck cute,positive
back peoples one stalker,negative
got back fromahem mealwas boring eat nonetheless,negative
gain instant follower use tag tweet wtf lesson learned summer todd get new official tag,negative
theres one cherry dr pepper left fridgethank god im addicted stuff sad things skin,negative
feeling bored miss school time,negative
beautiful mn day im stuck inside playing zelda ive got ta play least hrs today,positive
yes mate friday,neutral
hahaha like dougie thats harsh happy replied,positive
things say purple prose gives away hell even supposed mean casino music goes die,negative
_supernatural_ demon sam need numb pain,positive
asleep brother woke asking ate rest frosted mini wheats cant go back sleep,neutral
ive got really bad arthritus left hand cant use thumb,negative
happy mothers day wonderful mothers world included,positive
im bustin ya chops bad never seen real appeal lastfm bad quality audio artists,negative
idk lol head hurts rly bad stomach hmm personally think ive deal wit,positive
happy mothers day hugs,positive
enjoying sunshine park friends pale shirtless footballers attractive im afraid,negative
got home dinner mommy new grandma id rather hollywood right,positive
start work missing like crazyi wont seeing till tuesday,negative
yeah know dealin yrs,neutral
dont know heck space time bgt bored,negative
lonely need company,negative
bad timing new mommy called newborn pictures cant fit baby schedule matter hard try,negative
soooo hungry,neutral
sometimes games cruel theyre real like last night wheel fortune,negative
doin homework ugh,neutral
merlin wasnt bad already watched bt course,negative
sykes lose gigs gaining better ones frankly best thing rightards scream,positive
cong govt ruling karnataka cauvery wouldnt found mention truly politicians integrity,neutral
meeting yay work,positive
ive got fairly flat route available problem longer fully functional bike ride,positive
bc baby phat phat farm applebottoms fubu come pretty weak double,negative
need get good hard workout today work feel like ive slacking good,negative
lucky kidi wan na see loserville pity im oz,positive
thanks twitpic sure made laugh,positive
helllllloooooooooooo tom gig tonight sorry im sure shows miss uk hi hi hi hi hi,negative
sore throat,neutral
stuck awful traffic way wedding ceremony supposed start ughhh,negative
im heading home,neutral
working god hate haha,negative
wonders clumsy lately httpplurkcompxka,negative
really wish could gone weekend,positive
watching thomas train engine makes miss george carlin,neutral
aint lyk othaa gurrrrrl dont lyk jonas brotherskristi,neutral
love little brothers friends come,positive
sometimes could swear really insane,negative
doesnt feel like friday,neutral
looking failure,negative
awww yeah love one remember seeing great america w tassi great memory,positive
well sadly live boring city usa nothing,negative
listening faith spirituality internet,neutral
hard find good house events sacramento area,positive
leave calcuttadelhilucknow tomorrow days absence,negative
theres one thing hate friends dats move skl forget yuu,negative
well asked days ago said money thing holding back saturday something,negative
sulking home rained poor strategy im watching sun shine desk robarts reference room,negative
oh god internal clock really nooooo,positive
yet another semi final tonight,neutral
way see star trek,neutral
two months ago became worthless,negative
geez cool man like villains bad,negative
gloomy outside,neutral
ok oops sorry,positive
im cubs game cold think going rain,negative
yeah,neutral
spending first night new place,positive
nice skillz nick x love always marjorie jemimah sydney australia,positive
got firefox working get back bookmarks,neutral
nothing stayed home,neutral
spent week whole pay shopping oh well im happy,positive
wish cali wit mari nd lupita seeing vfc fair,negative
job hunting days media nonmedia jobs lucky anyone know anything,negative
im jealous let slip baby sure could even half right,negative
aww thanks hopefully,positive
haha know need new car oh ps got speeding ticket,positive
im wide awake,negative
would nowhere go one go,neutral
yo wats u doin day u havnt answerd replys,neutral
got kansas city excited fun weekend family sis parker josh,positive
looks like office tv get mlb network looks like mlbn televising detbal game today wieters,negative
round round garden amazing thing hes still talking httptinyurlcomdxas,positive
laundry loud music relaxing,positive
lil sister charese best friend passed today,positive
see,neutral
thank,neutral
wow youre cars awesome fun alex,positive
aku kbangun gara mimpi bad dream,negative
_shaw night babe,neutral
exhausted hour work week,negative
mean im tired sooooo freakin love,negative
dont wan na go europe need eat right difficult,negative
fridayi nothing sad,negative
awwwww snaaaap jimmaaayy man hookups bad im far away,negative
mean set start using jump use sign whatever word want use,negative
route da beach sun yet,neutral
httptwitpiccomjfm interesting head gear lol,positive
hate cant make music magically worry money awe sighlol,negative
nearly grand prix time,positive
pretty lame babe,negative
thanks hun im wearing new goldmine es big false lashes doesnt show,negative
bruise knee make hard skate tomorrow,negative
thanks much following keep date much possible makeup line plus new collections,positive
wow christa thats incredibly sweeeet want one get sec check app merch asst rule lol,positive
fml work uniform washing line,neutral
um mr deadly sir please follow twitter,negative
httpbitlyjov genius looks good bret lov cancelled concert france ready men,positive
